TIME,DBTM,DMEA,BPOS,HKLA,HKLX,WOBA,WOBX,TQA,TQX,RPMA,SPPA,CHKP,SPM1,SPM2,TVCA,MFOP,MDOA,MDIA,MTOA,MTIA,MCOA,MCIA,STKC,DRTM,SPR2,SPR3,SPR4,SPR5,SPR6,SPR7,SPR13,SPR14,SPR15,SPR20,SPR21,SPR22,SPR23
2016-11-08T201902.000Z,425.6282,425.6282,18.52789,46.9445,46.9445,3.460821,3.460821,0.0,0.0,0,87.63811,0.0,62,79,-3.430542,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128466,427.0,91.28338,224.9143,0.0,0.0,91,240.2099,186.2593,0.0,0.0,0.6476843,92.74287,141,9051
2016-11-08T201904.000Z,425.6627,425.6627,18.49332,47.25226,47.25226,3.160043,3.160043,0.0,0.0,0,87.46679,0.0,62,79,-3.418488,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128468,427.0,91.10926,224.6475,0.0,0.0,90,215.7746,186.2593,0.0,0.0,0.6476843,92.8796,141,9051
2016-11-08T201906.000Z,425.6833,425.6833,18.47278,48.06214,48.06214,2.361464,2.361464,0.0,0.0,0,87.46679,0.0,62,79,-3.418488,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128470,427.0,91.10926,224.3862,0.0,0.0,91,188.3575,186.2593,0.0,0.0,0.6476843,92.8796,141,9056
2016-11-08T201908.000Z,425.7079,425.7079,18.44817,48.71307,48.71307,1.789953,1.789953,0.0,0.0,0,87.46679,0.0,62,79,-3.418488,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128470,427.0,91.10926,224.3862,0.0,0.0,91,170.3581,186.2593,0.0,0.0,0.6476843,92.8796,141,9056
2016-11-08T201910.000Z,425.7079,425.7079,18.44817,48.71307,48.71307,1.789953,1.789953,0.0,0.0,0,87.46679,0.0,62,79,-3.418488,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128470,427.0,91.10926,224.3862,0.0,0.0,91,170.3581,186.2593,0.0,0.0,0.6476843,92.8796,141,9056
2016-11-08T201912.000Z,425.7079,425.7079,18.44817,48.71307,48.71307,1.789953,1.789953,0.0,0.0,0,87.46679,0.0,62,79,-3.525475,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128473,427.0,91.10926,224.3862,0.0,0.0,91,170.3581,186.2593,0.0,0.0,0.6476843,92.8796,141,9056
2016-11-08T201914.000Z,425.7637,425.7637,18.3923,48.71307,48.71307,1.614622,1.614622,0.0,0.0,0,87.46679,0.0,62,79,-3.62664,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128478,427.0,91.10926,223.9031,0.0,0.0,89,159.8932,186.2593,0.0,0.0,0.6476843,92.98849,141,9065
2016-11-08T201916.000Z,425.8955,425.8955,18.26053,48.91428,48.91428,1.509362,1.509362,0.0,0.0,0,87.69923,0.0,62,79,-3.687222,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128482,427.0,91.10926,224.3788,0.0,0.0,90,151.5212,186.2593,0.0,0.0,0.5386769,111.384,141,9065
2016-11-08T201918.000Z,425.9329,425.9329,18.22316,46.92514,46.92514,3.435481,3.435481,0.0,0.0,0,87.51405,0.0,62,79,-3.727512,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128484,427.0,91.10926,224.0814,0.0,0.0,88,198.594,186.2593,0.0,0.0,0.5386769,111.384,141,9070
2016-11-08T201920.000Z,425.989,425.989,18.16703,44.86457,44.86457,5.494436,5.494436,0.0,0.0,0,87.81652,0.0,62,79,-3.747658,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128487,427.0,91.10926,224.0814,0.0,0.0,90,190.3507,186.2593,0.0,0.0,0.5386769,111.5037,141,9070
2016-11-08T201923.000Z,426.0014,426.0014,18.15466,43.50629,43.50629,6.695322,6.695322,0.0,0.0,0,87.81652,0.0,62,79,-3.767731,0,1.166483,1.050767,0.0,44.19445,0.0,15.60832,4128489,427.0,90.91265,222.6514,0.0,0.0,90,217.8544,186.2593,0.0,0.0,0.5386769,111.5037,141,9070
2016-11-08T201926.000Z,426.0477,426.0477,18.10835,45.12315,45.12315,5.318607,5.318607,0.0,0.0,0,87.81652,0.0,62,79,-3.817768,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128491,427.0,90.91265,223.9641,0.0,0.0,89,186.0868,186.2593,0.0,0.0,0.5386769,111.5037,141,9074
2016-11-08T201928.000Z,426.1064,426.1064,18.04968,47.65358,47.65358,2.751989,2.751989,0.0,0.0,0,87.81652,0.0,62,79,-3.802784,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128494,427.0,90.91265,224.6281,0.0,0.0,88,169.8531,186.2593,0.0,0.0,0.5386769,111.6297,141,9079
2016-11-08T201930.000Z,426.2042,426.2042,17.95184,48.5088,48.5088,1.915827,1.915827,0.0,0.0,0,87.81652,0.0,62,79,-3.655293,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128496,427.0,90.91265,225.1013,0.0,0.0,88,180.4727,186.2593,0.0,0.0,0.5386769,111.7996,141,9079
2016-11-08T201932.000Z,426.2574,426.2574,17.89865,49.2644,49.2644,1.141036,1.141036,0.0,0.0,0,87.81652,0.0,62,79,-3.591549,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128498,427.0,91.08946,224.7937,0.0,0.0,89,215.1979,186.2593,0.0,0.0,0.5386769,111.7996,141,9084
2016-11-08T201934.000Z,426.2996,426.2996,17.85643,45.1322,45.1322,5.180201,5.180201,0.0,0.0,0,87.81652,0.0,62,79,-3.509678,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128501,427.0,91.08946,224.7937,0.0,0.0,89,173.4698,186.2593,0.0,0.0,0.5386769,128.5367,141,9084
2016-11-08T201936.000Z,426.3685,426.3685,17.78755,43.23011,43.23011,7.132467,7.132467,0.0,0.0,0,87.81652,0.0,62,79,-3.478741,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128503,427.0,90.9572,224.0755,0.0,0.0,87,208.2841,186.2593,0.0,0.0,0.5386769,128.6522,141,9089
2016-11-08T201938.000Z,426.4453,426.4453,17.71072,45.23106,45.23106,5.219339,5.219339,0.0,0.0,0,87.71064,0.0,62,79,-3.478741,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128505,427.0,90.9572,223.681,0.0,0.0,89,305.6436,186.2593,0.0,0.0,0.5386769,128.6522,141,9089
2016-11-08T201940.000Z,426.4806,426.4806,17.67543,42.70553,42.70553,7.643023,7.643023,0.0,0.0,0,87.56187,0.0,62,79,-3.510536,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128509,427.0,90.9572,223.4117,0.0,0.0,89,244.5149,186.2593,0.0,0.0,0.5386769,128.7899,141,9094
2016-11-08T201942.000Z,426.5141,426.5141,17.64194,40.70477,40.70477,9.655586,9.655586,0.0,0.0,0,87.56187,0.0,62,79,-3.510536,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128511,427.0,90.9572,223.4117,0.0,0.0,90,301.8415,186.2593,0.0,0.0,0.5386769,128.7899,141,9094
2016-11-08T201944.000Z,426.5508,426.5508,17.60522,42.73839,42.73839,7.712739,7.712739,0.0,0.0,0,87.56187,0.0,62,79,-3.510536,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128513,427.0,90.9572,223.7447,0.0,0.0,89,338.5224,186.2593,0.0,0.0,0.5386769,128.9245,141,9099
2016-11-08T201947.000Z,426.6212,426.6212,17.53488,46.0512,46.0512,4.428717,4.428717,0.0,0.0,0,87.74053,0.0,62,79,-3.510536,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128516,427.0,90.9572,223.7447,0.0,0.0,90,295.736,186.2593,0.0,0.0,0.5386769,128.9245,141,9099
2016-11-08T201949.000Z,426.6392,426.6392,17.51682,46.4776,46.4776,3.991771,3.991771,0.0,0.0,0,87.87094,0.0,62,79,-3.490475,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128518,427.0,90.9572,223.7447,0.0,0.0,89,299.5397,186.2593,0.0,0.0,0.5386769,129.0502,141,9103
2016-11-08T201951.000Z,426.686,426.686,17.47004,44.88681,44.88681,5.279956,5.279956,0.0,0.0,0,87.87094,0.0,62,79,-3.569138,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128520,427.0,90.9572,223.222,0.0,0.0,91,239.6318,186.3607,0.0,0.0,0.5386769,129.0502,141,9103
2016-11-08T201953.000Z,426.7453,426.7453,17.41071,43.68141,43.68141,6.696846,6.696846,0.0,0.0,0,87.87094,0.0,62,79,-3.668472,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128523,427.0,91.11417,223.222,0.0,0.0,91,288.7546,186.3607,0.0,0.0,0.4168111,143.9501,141,9108
2016-11-08T201955.000Z,426.8449,426.8449,17.31119,46.60471,46.60471,3.800892,3.800892,0.0,0.0,0,87.87094,0.0,62,79,-3.768139,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128525,427.0,91.11417,223.0193,0.0,0.0,91,274.2824,186.3607,0.0,0.0,0.4168111,144.0865,141,9108
2016-11-08T201957.000Z,426.8614,426.8614,17.29468,46.75436,46.75436,3.654391,3.654391,0.0,0.0,0,87.87094,0.0,62,79,-3.787971,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128527,427.0,90.97301,223.3156,0.0,0.0,92,265.3276,186.3607,0.0,0.0,0.4168111,144.0865,141,9112
2016-11-08T201959.000Z,426.916,426.916,17.24001,46.41918,46.41918,3.93592,3.93592,0.0,0.0,0,87.62555,0.0,62,79,-3.787971,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128527,427.0,90.97301,223.188,0.0,0.0,89,224.0654,186.3607,0.0,0.0,0.4168111,144.1924,141,9112
2016-11-08T202001.000Z,426.916,426.916,17.24001,46.41918,46.41918,3.93592,3.93592,0.0,0.0,0,87.62555,0.0,62,79,-3.787971,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128527,427.0,90.97301,223.188,0.0,0.0,89,224.0654,186.3607,0.0,0.0,0.4168111,144.1924,141,9112
2016-11-08T202003.000Z,426.916,426.916,17.24001,46.41918,46.41918,3.93592,3.93592,0.0,0.0,0,87.62555,0.0,62,79,-3.787971,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128530,427.0,90.97301,223.188,0.0,0.0,89,224.0654,186.3607,0.0,0.0,0.4168111,144.1924,141,9112
2016-11-08T202005.000Z,426.9678,426.9678,17.18822,48.38359,48.38359,2.316441,2.316441,0.0,0.0,0,87.62555,0.0,62,79,-3.812843,0,1.166483,1.050767,0.0,44.3524,0.0,15.60832,4128535,427.0,91.07632,223.188,0.0,0.0,88,314.3344,186.3607,0.0,0.0,0.4168111,144.3462,141,9112
2016-11-08T202007.000Z,427.1293,427.1293,17.02673,44.6918,44.6918,5.711709,5.711709,0.0,0.0,0,88.01321,0.0,62,79,-3.790325,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128539,427.0,91.07632,222.9958,0.0,0.0,87,328.8445,186.3607,0.0,0.0,0.4168111,144.6056,141,9122
2016-11-08T202011.000Z,427.1848,427.1848,16.97122,47.1099,47.1099,3.349877,3.349877,0.0,0.0,0,88.01321,0.0,62,79,-3.790325,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128541,427.0,91.29253,222.0874,0.0,0.0,86,263.0757,186.3607,0.0,0.0,0.4168111,144.7526,141,9127
2016-11-08T202013.000Z,427.2391,427.2391,16.91691,44.95695,44.95695,5.399987,5.399987,0.0,0.0,0,88.00431,0.0,62,79,-3.743435,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128544,427.0,91.29253,223.5343,0.0,0.0,88,345.5425,186.3607,0.0,0.0,0.4168111,153.8526,141,9127
2016-11-08T202015.000Z,427.2725,427.2725,16.88354,41.99448,41.99448,8.344234,8.344234,0.0,0.0,0,88.00431,0.0,62,79,-3.77562,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128546,427.0,91.29253,223.3116,0.0,0.0,90,313.1554,186.3607,0.0,0.0,0.4168111,154.0179,141,9131
2016-11-08T202017.000Z,427.3001,427.3001,16.85591,43.62925,43.62925,6.812909,6.812909,0.0,0.0,0,88.00431,0.0,62,79,-3.741711,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128548,427.0,91.15368,224.0716,0.0,0.0,91,344.9506,186.3607,0.0,0.0,0.4168111,154.2351,141,9131
2016-11-08T202019.000Z,427.3643,427.3643,16.79179,47.15263,47.15263,3.332027,3.332027,0.0,0.0,0,88.00431,0.0,62,79,-3.724758,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128551,427.0,91.15368,224.7253,0.0,0.0,89,277.272,186.3607,0.0,0.0,0.4168111,154.2351,141,9136
2016-11-08T202021.000Z,427.4026,427.4026,16.75339,46.53632,46.53632,3.855195,3.855195,0.0,0.0,0,88.28096,0.0,62,79,-3.686279,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128553,427.0,91.33235,224.3936,0.0,0.0,90,291.3258,186.3607,0.0,0.0,0.4168111,154.3804,141,9136
2016-11-08T202023.000Z,427.4385,427.4385,16.7175,46.06416,46.06416,4.33059,4.33059,0.0,0.0,0,87.90585,0.0,62,79,-3.717041,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128555,427.0,91.22105,223.7659,0.0,0.0,89,235.6836,186.3607,0.0,0.0,0.4168111,154.3804,141,9142
2016-11-08T202025.000Z,427.4678,427.4678,16.6882,45.66409,45.66409,4.732289,4.732289,0.0,0.0,0,87.90585,0.0,62,79,-3.702423,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128558,427.0,91.22105,224.0178,0.0,0.0,87,288.2191,186.3607,0.0,0.0,0.4168111,154.5031,141,9142
2016-11-08T202027.000Z,427.4997,427.4997,16.65638,45.54604,45.54604,4.856678,4.856678,0.0,0.0,0,88.09512,0.0,62,79,-3.675114,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128561,427.0,91.22105,224.0178,0.0,0.0,87,251.5589,186.3607,0.0,0.0,0.4168111,154.5031,141,9146
2016-11-08T202029.000Z,427.5394,427.5394,16.61666,43.51902,43.51902,6.840744,6.840744,0.0,0.0,0,88.09512,0.0,62,79,-3.675114,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128563,427.0,91.11321,224.0178,0.0,0.0,86,281.2471,186.3607,0.0,0.0,0.4168111,154.5031,141,9146
2016-11-08T202031.000Z,427.58,427.58,16.57599,43.32551,43.32551,7.050815,7.050815,0.0,0.0,0,87.81891,0.0,62,79,-3.675114,0,1.166483,1.050767,0.0,44.25188,0.0,15.60832,4128566,427.0,91.21519,224.8067,0.0,0.0,86,289.26,186.3607,0.0,0.0,0.4168111,167.848,141,9151
2016-11-08T202033.000Z,427.6525,427.6525,16.5035,48.47676,48.47676,1.931227,1.931227,0.0,0.0,0,88.0866,0.0,62,79,-3.675114,0,1.154348,1.050767,0.0,44.25188,0.0,15.60832,4128568,427.0,91.3936,224.5866,0.0,0.0,88,245.8343,186.3607,0.0,0.0,0.4168111,167.848,141,9151
2016-11-08T202036.000Z,427.6942,427.6942,16.46187,47.60838,47.60838,2.777467,2.777467,0.0,0.0,0,88.0866,0.0,62,79,-3.710762,0,1.154348,1.050767,0.0,44.25188,0.0,15.60832,4128570,427.0,91.3936,224.3466,0.0,0.0,88,283.2248,186.3607,0.0,0.0,0.4168111,168.0558,141,9156
2016-11-08T202038.000Z,427.7277,427.7277,16.42838,45.2062,45.2062,5.145132,5.145132,0.0,0.0,0,88.25796,0.0,62,79,-3.659283,0,1.154348,1.050767,0.0,44.25188,0.0,15.60832,4128573,427.0,91.3936,224.1097,0.0,0.0,86,242.3177,186.3607,0.0,0.0,0.4168111,168.1897,141,9156
2016-11-08T202040.000Z,427.7754,427.7754,16.38065,43.5951,43.5951,6.774024,6.774024,0.0,0.0,0,88.25796,0.0,62,79,-3.623543,0,1.154348,1.050767,0.0,44.25188,0.0,15.60832,4128575,427.0,91.3936,224.2722,0.0,0.0,85,271.2312,186.3607,0.0,0.0,0.4168111,168.3648,141,9160
2016-11-08T202042.000Z,427.8487,427.8487,16.30732,45.33156,45.33156,5.112888,5.112888,0.0,0.0,0,88.38903,0.0,62,79,-3.635674,0,1.154348,1.050767,0.0,44.25188,0.0,15.60832,4128577,427.0,91.2388,224.5476,0.0,0.0,85,291.739,186.3607,0.0,0.0,0.4168111,168.505,141,9160
2016-11-08T202044.000Z,427.8703,427.8703,16.28579,40.13178,40.13178,10.27096,10.27096,0.0,0.0,0,88.19518,0.0,62,79,-3.50174,0,1.154348,1.050767,0.0,44.25188,0.0,15.60832,4128580,427.0,91.38828,225.9404,0.0,0.0,85,367.1617,186.3607,0.0,0.0,0.4168111,168.6158,141,9165
2016-11-08T202046.000Z,427.8912,427.8912,16.26486,37.94189,37.94189,12.4142,12.4142,0.0,0.0,0,88.19518,0.0,62,79,-3.374771,0,1.154348,1.050767,0.0,44.7887,0.0,15.60832,4128582,427.0,91.38828,225.2305,0.0,0.0,88,293.7294,186.3607,0.0,0.0,0.4168111,168.6158,141,9165
2016-11-08T202048.000Z,427.8912,427.8912,16.26486,39.47095,39.47095,10.96883,10.96883,0.0,0.0,0,88.19518,0.0,62,79,-3.321289,0,1.154348,1.050767,0.0,44.7887,0.0,15.60832,4128584,427.0,91.38828,224.5105,0.0,0.0,90,444.8196,186.3607,0.0,0.0,0.4168111,168.6158,141,9169
2016-11-08T202050.000Z,427.9053,427.9053,16.25074,39.47095,39.47095,10.96883,10.96883,0.0,0.0,0,88.07922,0.0,62,79,-3.321289,0,1.154348,1.050767,0.0,44.7887,0.0,15.60832,4128584,427.0,91.38828,224.0138,0.0,0.0,90,444.8196,186.3607,0.0,0.0,0.4168111,176.1035,141,9169
2016-11-08T202052.000Z,427.9053,427.9053,16.25074,39.47095,39.47095,10.96883,10.96883,0.0,0.0,0,88.07922,0.0,62,79,-3.321289,0,1.154348,1.050767,0.0,44.7887,0.0,15.60832,4128584,427.0,91.38828,224.0138,0.0,0.0,90,444.8196,186.3607,0.0,0.0,0.4168111,176.1035,141,9169
2016-11-08T202054.000Z,427.9375,427.9375,16.21856,41.95748,41.95748,8.448088,8.448088,0.0,0.0,0,88.21675,0.0,62,79,-3.344547,0,1.154348,1.050767,0.0,44.7887,0.0,15.60832,4128587,427.0,91.38828,224.1675,0.0,0.0,88,355.8557,186.3607,0.0,0.0,0.4168111,176.1035,141,9169
2016-11-08T202056.000Z,428.0562,428.0562,16.09978,45.95438,45.95438,4.454759,4.454759,0.0,0.0,0,88.21675,0.0,62,79,-3.401989,0,1.154348,1.050767,0.0,44.7887,0.0,15.60832,4128594,427.0,91.38828,224.1675,0.0,0.0,90,327.4199,186.3607,0.0,0.0,0.4168111,176.3167,141,9177
2016-11-08T202059.000Z,428.0882,428.0882,16.06784,44.95319,44.95319,5.448807,5.448807,0.0,0.0,0,87.79049,0.0,62,79,-3.574898,0,1.154348,1.050767,0.0,44.7887,0.0,15.60832,4128596,427.0,91.38828,223.5867,0.0,0.0,89,362.9196,186.3607,0.0,0.0,0.4168111,176.4647,141,9181
2016-11-08T202102.000Z,428.1603,428.1603,15.99571,44.95319,44.95319,5.448807,5.448807,0.0,0.0,0,87.95474,0.0,62,79,-3.761349,0,1.154348,1.050767,0.0,45.00209,0.0,15.60832,4128599,427.0,91.38828,223.5867,0.0,0.0,89,290.3357,186.3607,0.0,0.0,0.4168111,176.5795,141,9181
2016-11-08T202104.000Z,428.1988,428.1988,15.95719,46.4573,46.4573,3.952905,3.952905,0.0,0.0,0,87.95474,0.0,62,79,-3.824577,0,1.154348,1.050767,0.0,45.00209,0.0,15.60832,4128601,427.0,91.38828,224.3211,0.0,0.0,87,346.367,186.3607,0.0,0.0,0.4168111,176.5795,141,9186
2016-11-08T202106.000Z,428.2272,428.2272,15.92884,45.86066,45.86066,4.542707,4.542707,0.0,0.0,0,87.7544,0.0,62,79,-3.866192,0,1.154348,1.050767,0.0,45.00209,0.0,15.60832,4128603,427.0,91.38828,224.6848,0.0,0.0,88,330.8641,186.3607,0.0,0.0,0.4168111,176.7241,141,9186
2016-11-08T202108.000Z,428.2461,428.2461,15.90994,43.67633,43.67633,6.679898,6.679898,0.0,0.0,0,88.23083,0.0,62,79,-3.866192,0,1.154348,1.050767,0.0,45.00209,0.0,15.60832,4128606,427.0,91.38828,223.8426,0.0,0.0,88,368.2979,186.3607,0.0,0.0,0.4168111,176.7241,141,9192
2016-11-08T202110.000Z,428.2697,428.2697,15.88637,42.50217,42.50217,7.899242,7.899242,0.0,0.0,0,88.23083,0.0,62,79,-3.877399,0,1.154348,1.050767,0.0,45.00209,0.0,15.60832,4128609,427.0,91.14489,224.0159,0.0,0.0,87,379.8842,186.3607,0.0,0.0,0.4168111,180.8266,141,9192
2016-11-08T202112.000Z,428.2872,428.2872,15.86879,40.84909,40.84909,9.550709,9.550709,0.0,0.0,0,88.23083,0.0,62,79,-3.912601,0,1.154348,1.050767,0.0,45.00209,0.0,15.60832,4128611,427.0,91.14489,224.8243,0.0,0.0,85,365.5467,186.3607,0.0,0.0,0.4168111,180.8266,141,9196
2016-11-08T202114.000Z,428.2942,428.2942,15.86185,38.79255,38.79255,11.60588,11.60588,0.0,0.0,0,88.03004,0.0,62,79,-3.900204,0,1.154348,1.050767,0.0,44.71146,0.0,15.60832,4128614,427.0,91.14489,225.2443,0.0,0.0,85,392.1095,186.3607,0.0,0.0,0.4168111,180.8266,141,9196
2016-11-08T202116.000Z,428.2942,428.2942,15.86185,41.37228,41.37228,9.041805,9.041805,0.0,0.0,0,88.36864,0.0,62,79,-3.900204,0,1.154348,1.050767,0.0,44.71146,0.0,15.60832,4128616,427.0,91.14489,225.6366,0.0,0.0,86,347.7861,186.3607,0.0,0.0,0.4168111,180.9482,141,9201
2016-11-08T202118.000Z,428.3045,428.3045,15.85156,36.18415,36.18415,14.20372,14.20372,0.0,0.0,0,88.36864,0.0,62,79,-3.910904,0,1.154348,1.050767,0.0,44.71146,0.0,15.60832,4128618,427.0,91.14489,225.3365,0.0,0.0,84,364.7863,186.3607,0.0,0.0,0.4168111,180.9482,141,9201
2016-11-08T202120.000Z,428.3045,428.3045,15.85156,33.34407,33.34407,17.05172,17.05172,0.0,0.0,0,88.18141,0.0,62,79,-3.949352,0,1.154348,1.050767,0.0,44.71146,0.0,15.60832,4128621,427.0,91.29835,225.5553,0.0,0.0,84,394.1241,186.3607,0.0,0.0,0.4168111,180.9482,141,9206
2016-11-08T202122.000Z,428.3045,428.3045,15.85156,30.85804,30.85804,19.53894,19.53894,0.0,0.0,0,88.56198,0.0,62,79,-3.968578,0,1.154348,1.050767,0.0,44.71146,0.0,15.60832,4128623,427.0,91.41171,225.0947,0.0,0.0,84,390.0534,186.3607,0.0,0.0,0.4168111,181.0658,141,9206
2016-11-08T202125.000Z,428.3045,428.3045,15.85156,40.68502,40.68502,9.94146,9.94146,0.0,0.0,0,88.39931,0.0,62,79,-3.98819,0,1.154348,1.050767,0.0,44.71146,0.0,15.60832,4128625,427.0,91.59923,224.79,0.0,0.0,84,407.7805,186.3607,0.0,0.0,0.4168111,181.0658,141,9210
2016-11-08T202127.000Z,428.3045,428.3045,15.85156,43.54852,43.54852,6.866528,6.866528,0.0,0.0,0,88.1415,0.0,62,79,-3.947998,0,1.154348,1.050767,0.0,42.80803,0.0,15.60832,4128628,427.0,91.59923,224.9266,0.0,0.0,83,431.1425,186.3607,0.0,0.0,0.4168111,172.2684,141,9210
2016-11-08T202129.000Z,428.3045,428.3045,15.85156,39.56826,39.56826,10.82368,10.82368,0.0,0.0,0,87.95378,0.0,62,79,-3.927902,0,1.154348,1.050767,0.0,42.80803,0.0,15.60832,4128630,427.0,91.41417,224.9266,0.0,0.0,83,432.7828,186.3607,0.0,0.0,0.4168111,172.3928,141,9215
2016-11-08T202131.000Z,428.3045,428.3045,15.85156,34.70814,34.70814,15.68084,15.68084,0.0,0.0,0,88.15403,0.0,62,79,-3.907852,0,1.154348,1.050767,0.0,42.80803,0.0,15.60832,4128632,427.0,91.41417,225.3337,0.0,0.0,86,436.7181,186.3607,0.0,0.0,0.4168111,172.3928,141,9215
2016-11-08T202133.000Z,428.3045,428.3045,15.85156,41.29807,41.29807,9.129545,9.129545,0.0,0.0,0,88.15403,0.0,62,79,-3.937828,0,1.154348,1.050767,0.0,42.80803,0.0,15.60832,4128635,427.0,91.41417,225.3337,0.0,0.0,87,466.0959,186.3607,0.0,0.0,0.4168111,172.5114,141,9220
2016-11-08T202135.000Z,428.3045,428.3045,15.85156,40.00104,40.00104,10.39996,10.39996,0.0,0.0,0,88.15403,0.0,62,79,-3.802814,0,1.154348,1.050767,0.0,42.80803,0.0,15.60832,4128637,427.0,91.17626,224.7938,0.0,0.0,86,421.4013,186.3607,0.0,0.0,0.4168111,172.5114,141,9220
2016-11-08T202137.000Z,428.3045,428.3045,15.85156,40.00104,40.00104,10.39996,10.39996,0.0,0.0,0,88.15403,0.0,62,79,-3.802814,0,1.154348,1.050767,0.0,42.80803,0.0,15.60832,4128637,427.0,91.17626,224.9934,0.0,0.0,86,421.4013,186.3607,0.0,0.0,0.4168111,172.5114,141,9220
2016-11-08T202139.000Z,428.3045,428.3045,15.85156,37.22053,37.22053,13.18464,13.18464,0.0,0.0,0,87.91531,0.0,62,79,-3.675308,0,1.154348,1.050767,0.0,42.80803,0.0,15.60832,4128639,427.0,91.17626,224.4384,0.0,0.0,84,439.4162,186.3607,0.0,0.0,0.4168111,172.5114,141,9224
2016-11-08T202141.000Z,428.3045,428.3045,15.85156,44.03027,44.03027,7.39654,7.39654,0.0,0.0,0,87.91531,0.0,62,79,-3.661556,0,1.154348,1.050767,0.0,42.80803,0.0,15.60832,4128641,427.0,91.17626,224.4384,0.0,0.0,83,418.4182,186.3607,0.0,0.0,0.4168111,172.5114,141,9224
2016-11-08T202143.000Z,428.3045,428.3045,15.85156,44.03027,44.03027,6.378557,6.378557,0.0,0.0,0,88.07597,0.0,62,79,-3.661556,0,1.154348,1.050767,0.0,43.11562,0.0,15.60832,4128641,427.0,91.17626,224.4384,0.0,0.0,83,418.4182,186.3607,0.0,0.0,0.4168111,172.6638,141,9224
2016-11-08T202145.000Z,428.3045,428.3045,15.85156,44.03027,44.03027,6.378557,6.378557,0.0,0.0,0,88.07597,0.0,62,79,-3.661556,0,1.154348,1.050767,0.0,43.11562,0.0,15.60832,4128641,427.0,91.17626,224.4384,0.0,0.0,83,418.4182,186.3607,0.0,0.0,0.4168111,172.6638,141,9224
2016-11-08T202147.000Z,428.3045,428.3045,15.85156,39.97314,39.97314,10.41855,10.41855,0.0,0.0,0,88.07597,0.0,62,79,-3.614681,0,1.154348,1.050767,0.0,43.11562,0.0,15.60832,4128644,427.0,91.17626,224.6128,0.0,0.0,84,447.5215,186.3607,0.0,0.0,0.4168111,172.6638,141,9231
2016-11-08T202150.000Z,428.3045,428.3045,15.85156,33.81429,33.81429,16.53728,16.53728,0.0,0.0,0,88.21513,0.0,62,79,-3.614681,0,1.154348,1.050767,0.0,43.11562,0.0,15.60832,4128651,427.0,91.06122,224.9344,0.0,245.1033,85,353.8237,186.3607,0.0,0.0,0.4168111,172.8068,141,9231
2016-11-08T202152.000Z,428.3045,428.3045,15.85156,33.81429,33.81429,16.53728,16.53728,0.0,0.0,0,88.52539,0.0,62,79,-3.649525,0,1.154348,1.050767,0.0,43.11562,0.0,15.60832,4128653,427.0,91.06122,225.4534,0.0,245.1033,85,353.8237,186.3607,0.0,0.0,0.4168111,172.8068,141,9240
