TIME,DBTM,DMEA,BPOS,HKLA,HKLX,WOBA,WOBX,TQA,TQX,RPMA,SPPA,CHKP,SPM1,SPM2,TVCA,MFOP,MDOA,MDIA,MTOA,MTIA,MCOA,MCIA,STKC,DRTM,SPR2,SPR3,SPR4,SPR5,SPR6,SPR7,SPR13,SPR14,SPR15,SPR20,SPR21,SPR22,SPR23
2016-11-08T194736.000Z,419.6242,420.1923,-3.777182,17.17561,17.17561,6.88365e-003,6.88365e-003,0.0,0.0,0,10.73834,0.0,2,1,-1.577984,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.852219,226.5697,0.0,0.0,0,336.7807,185.4378,0.0,0.0,4.98535,12.03526,3,7963
2016-11-08T194738.000Z,419.6242,420.1923,-3.777182,16.78781,16.78781,6.88365e-003,6.88365e-003,0.0,0.0,0,10.73834,0.0,2,1,-1.541576,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.852219,225.6075,0.0,0.0,0,269.4246,185.4378,0.0,0.0,4.98535,12.03526,3,7963
2016-11-08T194741.000Z,419.6242,420.1923,-3.777182,16.67591,16.67591,6.88365e-003,6.88365e-003,0.0,0.0,0,10.73834,0.0,1,1,-1.56469,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.852219,225.2649,0.0,0.0,0,215.5397,185.4378,0.0,0.0,4.98535,12.03526,3,7963
2016-11-08T194743.000Z,419.6242,420.1923,-3.777182,16.67591,16.67591,6.88365e-003,6.88365e-003,0.0,0.0,0,10.61983,0.0,1,1,-1.546249,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.852219,225.2649,0.0,0.0,0,172.4317,185.4378,0.0,0.0,4.98535,12.03526,3,7963
2016-11-08T194745.000Z,419.6242,420.1923,-3.777182,16.46898,16.46898,6.88365e-003,6.88365e-003,0.0,0.0,0,10.61983,0.0,1,1,-1.546249,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.852219,225.806,0.0,0.0,0,137.9454,185.4378,0.0,0.0,4.98535,12.03526,3,7963
2016-11-08T194747.000Z,419.6242,420.1923,-3.777182,15.61449,15.61449,6.88365e-003,6.88365e-003,0.0,0.0,0,10.61983,0.0,1,1,-1.507416,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.852219,226.6123,0.0,0.0,0,122.1596,185.4378,0.0,0.0,4.98535,12.03526,3,7963
2016-11-08T194749.000Z,419.6242,420.1923,-3.777182,14.77725,14.77725,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88645,0.0,1,1,-1.357609,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.852219,226.6123,0.0,0.0,0,97.72771,185.4378,0.0,0.0,4.98535,12.03526,3,7963
2016-11-08T194751.000Z,419.6242,420.1923,-3.777182,13.78463,13.78463,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88645,0.0,1,1,-1.272705,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.852219,226.4346,0.0,0.0,0,78.18217,185.4378,0.0,0.0,4.98535,12.03526,3,7963
2016-11-08T194753.000Z,419.6242,420.1923,-3.762827,12.96031,12.96031,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88645,0.0,1,1,-1.080254,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.999289,226.4346,0.0,0.0,0,63.85727,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194755.000Z,419.6053,420.1923,-3.762827,21.07616,21.07616,6.88365e-003,6.88365e-003,0.0,0.0,0,10.77272,0.0,1,1,-0.9640312,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.999289,226.4346,0.0,0.0,0,66.8236,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194757.000Z,419.6053,420.1923,-3.762827,23.57608,23.57608,6.88365e-003,6.88365e-003,0.0,0.0,0,10.77272,0.0,1,1,-0.9359169,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.999289,226.84,0.0,0.0,0,58.70488,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194759.000Z,419.6163,420.1923,-3.762827,23.35004,23.35004,6.88365e-003,6.88365e-003,0.0,0.0,0,10.77272,0.0,1,1,-0.8818588,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.89024,226.9551,0.0,0.0,0,52.2099,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194801.000Z,419.6163,420.1923,-3.762827,19.62903,19.62903,6.88365e-003,6.88365e-003,0.0,0.0,0,10.77272,0.0,1,1,-0.8648338,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.89024,226.9551,0.0,0.0,0,41.76792,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194803.000Z,419.6163,420.1923,-3.762827,18.26052,18.26052,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.8648338,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.89024,226.6526,0.0,0.0,0,36.03728,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194805.000Z,419.6163,420.1923,-3.762827,17.08426,17.08426,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.8520622,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.89024,226.4801,0.0,0.0,0,28.82982,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194807.000Z,419.6163,420.1923,-3.762827,15.75813,15.75813,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.7599335,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.89024,226.4801,0.0,0.0,0,23.06386,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194810.000Z,419.6163,420.1923,-3.762827,15.75813,15.75813,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.7599335,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.89024,226.6061,0.0,0.0,0,23.06386,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194812.000Z,419.6163,420.1923,-3.762827,14.60307,14.60307,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.5638695,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.89024,226.6061,0.0,0.0,0,26.32003,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194814.000Z,419.6163,420.1923,-3.762827,14.60307,14.60307,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.5638695,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.89024,226.6061,0.0,0.0,0,26.32003,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194816.000Z,419.6163,420.1923,-3.703139,16.89554,16.89554,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.4568176,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.89024,227.198,0.0,0.0,0,16.84482,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194818.000Z,419.6163,420.1923,-3.659641,16.89554,16.89554,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.432312,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.994699,226.9616,0.0,0.0,0,13.47586,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194820.000Z,419.6163,420.1923,-3.631686,16.62595,16.62595,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.4200592,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.994699,226.7043,0.0,0.0,0,10.78069,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194822.000Z,419.6163,420.1923,-3.600709,17.25097,17.25097,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.4200592,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.994699,226.4764,0.0,0.0,0,8.624549,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194824.000Z,419.6163,420.1923,-3.569731,17.07149,17.07149,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.4008675,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.994699,226.622,0.0,0.0,0,6.899639,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194826.000Z,419.6163,420.1923,-3.537243,16.81775,16.81775,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.3843346,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.994699,226.622,0.0,0.0,0,5.519711,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194828.000Z,419.6163,420.1923,-3.472266,17.10088,17.10088,6.88365e-003,6.88365e-003,0.0,0.0,0,10.88668,0.0,1,1,-0.3960686,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.994699,226.622,0.0,0.0,0,4.415769,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194830.000Z,419.6163,420.1923,-3.356776,16.83244,16.83244,6.88365e-003,6.88365e-003,0.0,0.0,0,10.7352,0.0,1,1,-0.3819351,0,1.170212,1.040502,0.0,45.27163,0.0,15.47229,4127378,427.0,1.994699,227.1743,0.0,0.0,0,3.532615,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194832.000Z,419.6163,420.1923,-3.253914,16.83244,16.83244,6.88365e-003,6.88365e-003,0.0,0.0,0,10.7352,0.0,1,1,-0.3819351,0,1.170212,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.994699,226.6445,0.0,0.0,0,2.826092,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194834.000Z,419.6163,420.1923,-3.16681,16.59011,16.59011,6.88365e-003,6.88365e-003,0.0,0.0,0,10.91922,0.0,1,1,-0.3663368,0,1.170212,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.994699,226.3726,0.0,0.0,0,2.260874,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194836.000Z,419.6163,420.1923,-3.096221,16.59011,16.59011,6.88365e-003,6.88365e-003,0.0,0.0,0,10.91922,0.0,1,1,-0.3663368,0,1.170212,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.994699,226.2358,0.0,0.0,0,2.260874,185.4378,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194838.000Z,419.6163,420.1923,-3.065351,17.43153,17.43153,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,1,-0.3524399,0,1.170212,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.831416,226.4146,0.0,0.0,0,1.446959,185.5381,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194841.000Z,419.6163,420.1923,-3.065351,17.43153,17.43153,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,1,-0.3401222,0,1.170212,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.831416,226.4146,0.0,0.0,0,1.446959,185.5381,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194843.000Z,419.6163,420.1923,-3.065351,16.98589,16.98589,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,1,-0.1539612,0,1.170212,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.831416,227.5149,0.0,0.0,0,0.926054,185.5381,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194845.000Z,419.6163,420.1923,-3.065351,16.77495,16.77495,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,1,-4.088211e-002,0,1.160115,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.831416,226.9609,0.0,0.0,0,0.926054,185.5381,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194847.000Z,419.6163,420.1923,-3.065351,16.77495,16.77495,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,1,3.565979e-002,0,1.160115,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.831416,226.7,0.0,0.0,0,0.926054,185.5381,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194849.000Z,419.6163,420.1923,-3.065351,16.57574,16.57574,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,1,8.392715e-002,0,1.160115,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.831416,226.7,0.0,0.0,0,0.926054,185.5381,0.0,0.0,4.98535,12.03526,2,7963
2016-11-08T194851.000Z,419.6163,420.1923,-3.065351,16.57574,16.57574,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,1,9.806442e-002,0,1.160115,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.831416,226.8902,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194853.000Z,419.6163,420.1923,-3.065351,16.57574,16.57574,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,1,0.2551308,0,1.160115,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.831416,226.9987,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194855.000Z,419.6163,420.1923,-3.065351,17.32397,17.32397,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,1,0.3936653,0,1.160115,1.040502,0.0,45.41873,0.0,15.37102,4127378,427.0,1.935461,225.2908,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194857.000Z,419.6163,420.1923,-3.065351,16.53399,16.53399,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,0,0.4529305,0,1.160115,1.040502,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,224.52,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194859.000Z,419.6163,420.1923,-3.065351,16.877,16.877,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,0,0.6225662,0,1.160115,1.040502,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,224.2538,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194901.000Z,419.6163,420.1923,-3.065351,16.877,16.877,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,0,0.6225662,0,1.160115,1.040502,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,224.2538,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194903.000Z,419.6163,420.1923,-3.065351,16.877,16.877,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,0,0.6225662,0,1.160115,1.040502,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,223.8449,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194905.000Z,419.6163,420.1923,-3.065351,17.2125,17.2125,6.88365e-003,6.88365e-003,0.0,0.0,0,11.02405,0.0,1,0,0.7873802,0,1.160115,1.040502,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,223.8449,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194907.000Z,419.6163,420.1923,-3.065351,16.88825,16.88825,6.88365e-003,6.88365e-003,0.0,0.0,0,10.80777,0.0,1,0,0.8797874,0,1.160115,1.040502,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,223.2178,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194909.000Z,419.6163,420.1923,-3.065351,16.88825,16.88825,6.88365e-003,6.88365e-003,0.0,0.0,0,10.80777,0.0,1,0,0.8797874,0,1.160115,1.040502,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,223.2178,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194912.000Z,419.6163,420.1923,-3.065351,16.88825,16.88825,6.88365e-003,6.88365e-003,0.0,0.0,0,10.80777,0.0,1,0,0.9240952,0,1.160115,1.040502,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,222.8336,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194914.000Z,419.6163,420.1923,-3.065351,16.88825,16.88825,6.88365e-003,6.88365e-003,0.0,0.0,0,10.80777,0.0,1,0,0.8881454,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,222.8336,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194916.000Z,419.6163,420.1923,-3.065351,16.72777,16.72777,6.88365e-003,6.88365e-003,0.0,0.0,0,10.91093,0.0,1,0,0.8301697,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,222.8336,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194918.000Z,419.6163,420.1923,-3.065351,16.89189,16.89189,6.88365e-003,6.88365e-003,0.0,0.0,0,10.91093,0.0,1,0,0.8111839,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,222.4031,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194920.000Z,419.6163,420.1923,-3.065351,16.89189,16.89189,6.88365e-003,6.88365e-003,0.0,0.0,0,10.75727,0.0,1,0,0.8416901,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,222.1932,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194922.000Z,419.6163,420.1923,-3.065351,16.89189,16.89189,6.88365e-003,6.88365e-003,0.0,0.0,0,10.75727,0.0,1,0,0.8416901,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,224.1519,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194924.000Z,419.6163,420.1923,-3.065351,16.89189,16.89189,6.88365e-003,6.88365e-003,0.0,0.0,0,10.51297,0.0,1,0,0.9245682,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,225.2704,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194926.000Z,419.6163,420.1923,-3.065351,17.14825,17.14825,6.88365e-003,6.88365e-003,0.0,0.0,0,10.51297,0.0,1,0,0.9383812,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,225.7336,0.0,0.0,1,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194928.000Z,419.6163,420.1923,-3.065351,17.14825,17.14825,6.88365e-003,6.88365e-003,0.0,0.0,0,10.51297,0.0,1,0,0.9652901,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,225.946,0.0,0.0,1,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194930.000Z,419.6163,420.1923,-3.125471,17.40707,17.40707,6.88365e-003,6.88365e-003,0.0,0.0,0,10.51297,0.0,1,0,0.9287453,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.935461,226.2125,0.0,0.0,1,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194932.000Z,419.6163,420.1923,-3.179763,17.40707,17.40707,6.88365e-003,6.88365e-003,0.0,0.0,0,10.51297,0.0,1,0,0.8904724,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.808938,226.4189,0.0,0.0,1,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194934.000Z,419.6163,420.1923,-3.254885,17.51277,17.51277,6.88365e-003,6.88365e-003,0.0,0.0,0,10.34706,0.0,1,0,0.8904724,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.808938,226.4189,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194936.000Z,419.6163,420.1923,-3.320725,17.03839,17.03839,6.88365e-003,6.88365e-003,0.0,0.0,0,10.34706,0.0,1,0,0.8904724,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.922657,227.0264,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194939.000Z,419.6163,420.1923,-3.320725,18.4412,18.4412,6.88365e-003,6.88365e-003,0.0,0.0,0,10.34706,0.0,1,0,0.9194794,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.922657,227.2155,0.0,0.0,0,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194941.000Z,419.6163,420.1923,-3.320725,17.3386,17.3386,6.88365e-003,6.88365e-003,0.0,0.0,0,10.34706,0.0,1,0,0.9194794,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.922657,227.2155,0.0,0.0,1,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194943.000Z,419.6163,420.1923,-3.325798,17.0333,17.0333,6.88365e-003,6.88365e-003,0.0,0.0,0,10.21301,0.0,1,0,0.9390182,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.922657,227.0282,0.0,0.0,2,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194945.000Z,419.6163,420.1923,-3.325798,17.0333,17.0333,6.88365e-003,6.88365e-003,0.0,0.0,0,10.21301,0.0,1,0,0.9390182,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.922657,226.637,0.0,0.0,4,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194947.000Z,419.6163,420.1923,-3.325798,16.76333,16.76333,6.88365e-003,6.88365e-003,0.0,0.0,0,10.31808,0.0,1,0,0.9390182,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.822232,226.637,0.0,0.0,5,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194949.000Z,419.6163,420.1923,-3.336268,16.33567,16.33567,6.88365e-003,6.88365e-003,0.0,0.0,0,10.31808,0.0,1,0,0.9390182,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.822232,226.8174,0.0,0.0,8,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194951.000Z,419.6163,420.1923,-3.336268,16.33567,16.33567,6.88365e-003,6.88365e-003,0.0,0.0,0,10.21794,0.0,1,0,0.9390182,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.822232,226.8174,0.0,0.0,8,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194953.000Z,419.6163,420.1923,-3.336268,16.33567,16.33567,6.88365e-003,6.88365e-003,0.0,0.0,0,10.21794,0.0,1,0,0.9526215,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.822232,226.972,0.0,0.0,9,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194955.000Z,419.6163,420.1923,-3.336268,16.33567,16.33567,6.88365e-003,6.88365e-003,0.0,0.0,0,10.21794,0.0,1,0,0.9526215,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.822232,226.972,0.0,0.0,9,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194957.000Z,419.6163,420.1923,-3.336268,16.33567,16.33567,6.88365e-003,6.88365e-003,0.0,0.0,0,10.21794,0.0,1,0,0.9526215,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.822232,226.972,0.0,0.0,9,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T194959.000Z,419.6163,420.1923,-3.349005,16.50692,16.50692,6.88365e-003,6.88365e-003,0.0,0.0,0,10.10905,0.0,1,0,0.9324074,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.822232,226.972,0.0,0.0,10,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T195001.000Z,419.6163,420.1923,-3.349005,15.64773,15.64773,6.88365e-003,6.88365e-003,0.0,0.0,0,10.10905,0.0,0,0,1.052246,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.929425,227.1435,0.0,0.0,11,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T195003.000Z,419.6163,420.1923,-3.349005,15.64773,15.64773,6.88365e-003,6.88365e-003,0.0,0.0,0,9.925529,0.0,0,0,1.082222,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.929425,226.8132,0.0,0.0,12,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T195005.000Z,419.6163,420.1923,-3.349005,15.64773,15.64773,6.88365e-003,6.88365e-003,0.0,0.0,0,9.78637,0.0,0,0,1.117207,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.929425,227.0906,0.0,0.0,13,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T195008.000Z,419.6163,420.1923,-3.349005,15.91647,15.91647,6.88365e-003,6.88365e-003,0.0,0.0,0,9.78637,0.0,0,0,1.104702,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.929425,227.2163,0.0,0.0,14,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T195010.000Z,419.6163,420.1923,-3.349005,16.07624,16.07624,6.88365e-003,6.88365e-003,0.0,0.0,0,9.78637,0.0,0,0,1.128448,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.929425,226.9639,0.0,0.0,13,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T195012.000Z,419.6163,420.1923,-3.349005,15.66412,15.66412,6.88365e-003,6.88365e-003,0.0,0.0,0,9.679311,0.0,0,0,1.14032,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.929425,226.9639,0.0,0.0,13,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T195014.000Z,419.6163,420.1923,-3.349005,15.66412,15.66412,6.88365e-003,6.88365e-003,0.0,0.0,0,9.679311,0.0,0,0,1.176258,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.929425,226.9639,0.0,0.0,14,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
2016-11-08T195016.000Z,419.6163,420.1923,-3.349005,15.80604,15.80604,6.88365e-003,6.88365e-003,0.0,0.0,0,9.508169,0.0,0,0,1.176258,0,1.160115,1.050957,0.0,45.53918,0.0,15.37102,4127378,427.0,1.929425,226.9639,0.0,0.0,14,0.3793118,185.5381,0.0,0.0,4.98535,12.03526,1,7963
